1.4e+00 0e-01 6.00064e-01
1.4e+00 5e-02 6.00034e-01
1.4e+00 1e-01 5.99907e-01
1.4e+00 1.5e-01 5.9964e-01
1.4e+00 2e-01 5.99199e-01
1.4e+00 2.5e-01 5.98549e-01
1.4e+00 3e-01 5.97662e-01
1.4e+00 3.5e-01 5.96504e-01
1.4e+00 4e-01 5.95047e-01
1.4e+00 4.5e-01 5.9326e-01
1.4e+00 5e-01 5.91113e-01
1.4e+00 5.5e-01 5.88577e-01
1.4e+00 6e-01 5.85622e-01
1.4e+00 6.5e-01 5.82221e-01
1.4e+00 7e-01 5.78345e-01
1.4e+00 7.5e-01 5.73967e-01
1.4e+00 8e-01 5.69063e-01
1.4e+00 8.5e-01 5.63608e-01
1.4e+00 9e-01 5.5758e-01
1.4e+00 9.5e-01 5.50957e-01
1.4e+00 1e+00 5.43721e-01
1.4e+00 1.05e+00 5.35855e-01
1.4e+00 1.1e+00 5.27345e-01
1.4e+00 1.15e+00 5.18181e-01
1.4e+00 1.2e+00 5.08354e-01
1.4e+00 1.25e+00 4.9786e-01
1.4e+00 1.3e+00 4.86697e-01
1.4e+00 1.35e+00 4.74869e-01
1.4e+00 1.4e+00 4.62382e-01
1.4e+00 1.45e+00 4.49247e-01
1.4e+00 1.5e+00 4.35481e-01
1.4e+00 1.55e+00 4.21102e-01
1.4e+00 1.6e+00 4.06138e-01
1.4e+00 1.65e+00 3.90619e-01
1.4e+00 1.7e+00 3.7458e-01
1.4e+00 1.75e+00 3.58062e-01
1.4e+00 1.8e+00 3.41113e-01
1.4e+00 1.85e+00 3.23784e-01
1.4e+00 1.9e+00 3.06133e-01
1.4e+00 1.95e+00 2.88223e-01
1.4e+00 2e+00 2.70122e-01
1.4e+00 2.05e+00 2.51905e-01
1.4e+00 2.1e+00 2.33648e-01
1.4e+00 2.15e+00 2.15437e-01
1.4e+00 2.2e+00 1.97358e-01
1.6e+00 0e-01 5.67627e-01
1.6e+00 5e-02 5.67612e-01
1.6e+00 1e-01 5.67536e-01
1.6e+00 1.5e-01 5.6736e-01
1.6e+00 2e-01 5.67048e-01
1.6e+00 2.5e-01 5.66566e-01
1.6e+00 3e-01 5.65882e-01
1.6e+00 3.5e-01 5.6496e-01
1.6e+00 4e-01 5.63768e-01
1.6e+00 4.5e-01 5.62271e-01
1.6e+00 5e-01 5.60434e-01
1.6e+00 5.5e-01 5.58225e-01
1.6e+00 6e-01 5.55609e-01
1.6e+00 6.5e-01 5.52553e-01
1.6e+00 7e-01 5.49024e-01
1.6e+00 7.5e-01 5.44992e-01
1.6e+00 8e-01 5.40426e-01
1.6e+00 8.5e-01 5.35297e-01
1.6e+00 9e-01 5.29579e-01
1.6e+00 9.5e-01 5.23247e-01
1.6e+00 1e+00 5.16279e-01
1.6e+00 1.05e+00 5.08657e-01
1.6e+00 1.1e+00 5.00362e-01
1.6e+00 1.15e+00 4.91385e-01
1.6e+00 1.2e+00 4.81715e-01
1.6e+00 1.25e+00 4.71348e-01
1.6e+00 1.3e+00 4.60284e-01
1.6e+00 1.35e+00 4.48528e-01
1.6e+00 1.4e+00 4.36089e-01
1.6e+00 1.45e+00 4.22982e-01
1.6e+00 1.5e+00 4.09229e-01
1.6e+00 1.55e+00 3.94854e-01
1.6e+00 1.6e+00 3.7989e-01
1.6e+00 1.65e+00 3.64376e-01
1.6e+00 1.7e+00 3.48354e-01
1.6e+00 1.75e+00 3.31877e-01
1.6e+00 1.8e+00 3.14999e-01
1.6e+00 1.85e+00 2.97783e-01
1.6e+00 1.9e+00 2.80298e-01
1.6e+00 1.95e+00 2.62616e-01
1.6e+00 2e+00 2.44818e-01
1.6e+00 2.05e+00 2.26986e-01
1.6e+00 2.1e+00 2.09209e-01
1.6e+00 2.15e+00 1.91579e-01
1.6e+00 2.2e+00 1.74191e-01
1.8e+00 0e-01 5.39633e-01
1.8e+00 5e-02 5.39626e-01
1.8e+00 1e-01 5.3958e-01
1.8e+00 1.5e-01 5.39463e-01
1.8e+00 2e-01 5.39243e-01
1.8e+00 2.5e-01 5.38886e-01
1.8e+00 3e-01 5.38358e-01
1.8e+00 3.5e-01 5.37624e-01
1.8e+00 4e-01 5.36649e-01
1.8e+00 4.5e-01 5.35394e-01
1.8e+00 5e-01 5.33823e-01
1.8e+00 5.5e-01 5.31899e-01
1.8e+00 6e-01 5.29582e-01
1.8e+00 6.5e-01 5.26836e-01
1.8e+00 7e-01 5.23624e-01
1.8e+00 7.5e-01 5.1991e-01
1.8e+00 8e-01 5.15658e-01
1.8e+00 8.5e-01 5.10836e-01
1.8e+00 9e-01 5.05412e-01
1.8e+00 9.5e-01 4.99359e-01
1.8e+00 1e+00 4.92649e-01
1.8e+00 1.05e+00 4.85262e-01
1.8e+00 1.1e+00 4.77178e-01
1.8e+00 1.15e+00 4.68383e-01
1.8e+00 1.2e+00 4.58868e-01
1.8e+00 1.25e+00 4.48626e-01
1.8e+00 1.3e+00 4.3766e-01
1.8e+00 1.35e+00 4.25976e-01
1.8e+00 1.4e+00 4.13585e-01
1.8e+00 1.45e+00 4.00507e-01
1.8e+00 1.5e+00 3.86766e-01
1.8e+00 1.55e+00 3.72394e-01
1.8e+00 1.6e+00 3.57431e-01
1.8e+00 1.65e+00 3.41921e-01
1.8e+00 1.7e+00 3.25918e-01
1.8e+00 1.75e+00 3.0948e-01
1.8e+00 1.8e+00 2.92673e-01
1.8e+00 1.85e+00 2.7557e-01
1.8e+00 1.9e+00 2.58249e-01
1.8e+00 1.95e+00 2.40793e-01
1.8e+00 2e+00 2.23291e-01
1.8e+00 2.05e+00 2.05837e-01
1.8e+00 2.1e+00 1.88527e-01
1.8e+00 2.15e+00 1.7146e-01
1.8e+00 2.2e+00 1.54737e-01
