   2P               1838 Dec. 19.5091T 0.343962  0.845246  3.31  182.8106  336.8958   13.3790  38 Dec. 12    48*    1832    -    1845    9    Encke                       @MarSek     1974
   2P               1842 Apr. 12.5200T 0.344933  0.844850  3.31  182.8118  336.8905   13.3613  42 Mar. 26    48*    1832    -    1845    9    Encke                       @MarSek     1974
   2P               1845 Aug. 10.1164T 0.338078  0.847444  3.30  183.3941  336.5094   13.1472  45 Aug. 17   113*    1845    -    1858    9    Encke                       @MarSek     1974
   2P               1848 Nov. 26.5805T 0.336956  0.847838  3.30  183.3956  336.5067   13.1641  48 Nov. 29   113*    1845    -    1858    9    Encke                       @MarSek     1974
   2P               1852 Mar. 15.2020T 0.337565  0.847586  3.30  183.4287  336.4884   13.1492  52 Mar. 13   113*    1845    -    1858    9    Encke                       @MarSek     1974
   2P               1855 July  1.5386T 0.337202  0.847719  3.30  183.4119  336.4921   13.1529  55 June 26   113*    1845    -    1858    9    Encke                       @MarSek     1974
   2P               1858 Oct. 18.8658T 0.340769  0.846410  3.30  183.4475  336.4761   13.0894  58 Oct.  8    64*    1858    -    1871    9    Encke                       @MarSek     1974
   2P               1862 Feb.  6.7469T 0.339950  0.846739  3.30  183.4705  336.4656   13.1005  62 Jan. 20    64*    1858    -    1871    9    Encke                       @MarSek     1974
   2P               1865 May  28.4221T 0.340970  0.846316  3.30  183.4907  336.4561   13.0810  65 June 13    64*    1858    -    1871    9    Encke                       @MarSek     1974
   2P               1868 Sept.15.1216T 0.333602  0.849163  3.29  183.6462  336.3879   13.1279  68 Sept.25    64*    1858    -    1871    9    Encke                       @MarSek     1974
   2P               1871 Dec. 29.3036T 0.332985  0.849412  3.29  183.6331  336.3907   13.1390  72 Jan.  8    64*    1858    -    1871    9    Encke                       @MarSek     1974
   2P               1875 Apr. 13.4901T 0.332964  0.849373  3.29  183.6486  336.3831   13.1372  75 Apr. 22    87*    1871    -    1885    9    Encke                       @MarSek     1974
   2P               1878 July 26.6677T 0.333513  0.849144  3.29  183.6437  336.3796   13.1253  78 Aug.  4    87*    1871    -    1885    9    Encke                       @MarSek     1974
   2P               1881 Nov. 15.8034T 0.343434  0.845347  3.31  183.9014  336.2470   12.8973  81 Nov. 16    87*    1871    -    1885    9    Encke                       @MarSek     1974
   2P               1885 Mar.  8.1371T 0.342372  0.845756  3.31  183.9047  336.2397   12.9147  85 Feb. 28    86*    1885    -    1895    9    Encke                       @MarSek     1974
   2P               1888 June 28.4699T 0.343093  0.845460  3.31  183.9290  336.2258   12.9000  88 June 12    86*    1885    -    1895    9    Encke                       @MarSek     1974
   2P               1891 Oct. 18.4254T 0.340450  0.846476  3.30  183.9441  336.2250   12.9294  91 Nov.  4    86*    1885    -    1895    9    Encke                       @MarSek     1974
   2P               1895 Feb.  5.2496T 0.341076  0.846242  3.30  183.9420  336.2230   12.9186  95 Feb. 16    86*    1891    -    1905    9    Encke                       @MarSek     1974
   2P               1898 May  27.3690T 0.340757  0.846377  3.30  183.9687  336.2102   12.9206  98 May  31    86*    1891    -    1905    9    Encke                       @MarSek     1974
   2P               1901 Sept.15.9651  0.341678  0.846014  3.31  183.9715  336.2015   12.9049  01 Sept.13    86*    1891    -    1905    9    Encke                       @MarSek     1974
   2P               1905 Jan. 12.3806  0.338883  0.847100  3.30  184.6204  335.7626   12.5857  04 Dec. 26    41*    1901    -    1911    9    Encke                       @MarSek     1974
   2P               1908 May   1.4098  0.337794  0.847523  3.30  184.6137  335.7634   12.6006  08 May  19    41*    1901    -    1911    9    Encke                       @MarSek     1974
   2P               1911 Aug. 19.5341  0.338420  0.847238  3.30  184.6426  335.7427   12.5863  11 Sept. 1    41*    1901    -    1911    9    Encke                       @MarSek     1974
   2P               1914 Dec.  5.4301  0.337858  0.847486  3.30  184.6319  335.7519   12.5934  14 Dec. 14    55*    1911    -    1924    9    Encke                       @MarSek     1974
   2P               1918 Mar. 24.8441  0.340795  0.846373  3.30  184.6602  335.7431   12.5419  18 Mar. 28    55*    1911    -    1924    9    Encke                       @MarSek     1974
   2P               1921 July 13.5895  0.340005  0.846662  3.30  184.6855  335.7286   12.5517  21 July 10    55*    1911    -    1924    9    Encke                       @MarSek     1974
   2P               1924 Oct. 31.9355  0.341067  0.846255  3.30  184.7009  335.7135   12.5322  24 Oct. 22    55*    1911    -    1924    9    Encke                       @MarSek     1974
   2P               1928 Feb. 19.8372  0.332629  0.849505  3.29  184.9058  335.6115   12.5581  28 Feb.  4    87*    1924    -    1937    9    Encke                       @MarSek     1974
   2P               1931 June  3.1131  0.331868  0.849788  3.28  184.8891  335.6189   12.5713  31 May  19    87*    1924    -    1937    9    Encke                       @MarSek     1974
   2P               1934 Sept.15.2835  0.331865  0.849813  3.28  184.9228  335.6024   12.5678  34 Aug. 31    87*    1924    -    1937    9    Encke                       @MarSek     1974
   2P               1937 Dec. 27.7540  0.332410  0.849603  3.29  184.9293  335.5866   12.5546  37 Dec. 13    48*    1937    -    1951    9    Encke                       @MarSek     1974
   2P               1941 Apr. 17.1460  0.341381  0.846164  3.31  185.1528  335.4681   12.3558  41 May   6    48*    1937    -    1951    9    Encke                       @MarSek     1974
   2P               1947 Nov. 26.3273  0.341028  0.846292  3.30  185.1818  335.4490   12.3565  47 Dec.  1    48*    1937    -    1951    9    Encke                       @MarSek     1974
   2P               1951 Mar. 16.2077  0.338014  0.847457  3.30  185.2032  335.4457   12.3860  51 Mar. 15    70*    1950    -    1964    9    Encke                       @MarSek     1974
   2P               1954 July  2.5178  0.338413  0.847295  3.30  185.1894  335.4535   12.3797  54 June 27    70*    1950    -    1964    9    Encke                       @MarSek     1974
   2P               1957 Oct. 19.8486  0.338123  0.847396  3.30  185.2168  335.4388   12.3807  57 Oct.  9    70*    1950    -    1964    9    Encke                       @MarSek     1974
   2P               1961 Feb.  5.5949  0.339009  0.847061  3.30  185.2196  335.4276   12.3655  61 Jan. 21    70*    1950    -    1964    9    Encke                       @MarSek     1974
   2P               1964 June  3.4916  0.339254  0.846996  3.30  185.9004  334.9463   11.9814  64 June 14    62*    1963    -    1977    9    Encke                       Marsden     1985
   2P               1967 Sept.22.0591  0.338203  0.847404  3.30  185.9050  334.9446   11.9949  67 Sept.27    62*    1963    -    1977    9    Encke                       Marsden     1985
   2P               1971 Jan.  9.9822  0.338894  0.847160  3.30  185.9353  334.9242   11.9797  71 Jan.  9    62*    1963    -    1977    9    Encke                       Marsden     1985
   2P               1974 Apr. 28.9997  0.338120  0.847454  3.30  185.9198  334.9303   11.9880  74 Apr. 23    62*    1963    -    1977    9    Encke                       Marsden     1985
   2P               1977 Aug. 17.0090  0.340666  0.846472  3.31  185.9453  334.9160   11.9444  77 Aug.  5    93*    1970    -    1985    9    Encke                       Nakano      1985
   2P               1980 Dec.  6.5782  0.339945  0.846758  3.30  185.9717  334.9042   11.9516  80 Nov. 17    93*    1970    -    1985    9    Encke                       Nakano      1985
   2P               1984 Mar. 27.6849  0.341005  0.846332  3.31  185.9865  334.8899   11.9329  84 Apr. 10   151*    1982    -    1994    9    Encke                       Nakano      1994
   2P               1987 July 17.4014  0.331732  0.849893  3.29  186.2522  334.7413   11.9315  87 July 24   151*    1982    -    1994    9    Encke                       Nakano      1994
   2P               1990 Oct. 28.5681  0.330888  0.850221  3.28  186.2340  334.7500   11.9452  90 Nov.  5   151*    1982    -    1994    9    Encke                       Nakano      1994
   2P               1994 Feb.  9.4778  0.330915  0.850213  3.28  186.2703  334.7295   11.9405  94 Feb. 17   151*    1982    -    1994    9    Encke                       Nakano      1994
   3D/1772 E1       1772 Feb. 17.675   0.99038   0.72588   6.87  213.340   260.942    17.054   72 Feb. 21 N   1     1772    -   (1805)   9    Biela                       Marsden     1971
   3D/1805 V1       1806 Jan.  2.3990T 0.907159  0.745871  6.74  218.0764  254.0783   13.5900  05 Dec. 25    19*    1805    -    1833    9    Biela                       Marsden     1971
   3D/1826 D1       1826 Mar. 18.9498T 0.902430  0.746575  6.72  218.2621  253.9823   13.5627  26 Mar. 30    26*    1826    -    1846    9    Biela                       Marsden     1971
   3D/1832 S1       1832 Nov. 26.6152T 0.879073  0.751299  6.65  221.6588  250.6690   13.2164  32 Dec.  3    26*    1826    -    1846    9    Biela                       Marsden     1971
   3D-A             1846 Feb. 11.4942T 0.856440  0.756599  6.60  223.0580  248.1420   12.5753  46 Jan. 24    26*    1826    -    1846    9    Biela                       Marsden     1971
   3D-B             1846 Feb. 11.5782T 0.856460  0.756608  6.60  223.0616  248.1381   12.5767  46 Jan. 24      *    1846    -    1852    9    Biela                       Marsden     1971
   3D-A             1852 Sept.23.5432T 0.860594  0.755828  6.62  223.1890  248.0070   12.5488  52 Sept.29    26*    1832    -    1852    9    Biela                       Marsden     1971
   3D-B             1852 Sept.24.2212T 0.860625  0.755879  6.62  223.1912  248.0043   12.5500  52 Sept.29      *    1846    -    1852    9    Biela                       Marsden     1971
   4P/1843 W1       1843 Oct. 17.6437T 1.692255  0.555817  7.44  200.0108  211.7317   11.3595  43 Oct.  7    77*    1843    -    1881    9    Faye                        @MarSek     1971
   4P/1850 W1       1851 Apr.  2.4433T 1.699909  0.554866  7.46  200.1296  211.6545   11.3453  51 Mar. 19    77*    1843    -    1881    9    Faye                        @MarSek     1971
   4P               1858 Sept.13.3850T 1.694100  0.555725  7.45  200.1229  211.6912   11.3555  58 Aug. 29    77*    1843    -    1881    9    Faye                        @MarSek     1971
   4P               1866 Feb. 14.4757T 1.682119  0.557598  7.41  200.1867  211.6251   11.3552  66 Feb.  8    77*    1843    -    1881    9    Faye                        @MarSek     1971
   4P               1873 July 18.9847T 1.682547  0.557381  7.41  200.3449  211.5150   11.3505  73 July 21    77*    1843    -    1881    9    Faye                        @MarSek     1971
   4P               1881 Jan. 23.1579T 1.738122  0.548965  7.56  201.1685  211.3127   11.3157  81 Feb.  9    77*    1843    -    1881    9    Faye                        @MarSek     1971
   4P               1888 Aug. 20.1804T 1.747990  0.547457  7.59  201.1927  211.2906   11.2966  88 Aug. 31   151*    1888    -    1926    9    Faye                        @MarSek     1971
   4P               1896 Mar. 19.5194T 1.736934  0.548973  7.56  201.2488  211.2414   11.3160  96 Mar. 22   151*    1888    -    1926    9    Faye                        @MarSek     1971
   4P               1910 Nov.  2.3531  1.655198  0.564949  7.42  199.5122  207.4944   10.5684  10 Oct. 16   151*    1888    -    1926    9    Faye                        @MarSek     1971
   4P               1925 Aug.  7.6510  1.618016  0.570769  7.32  199.9085  207.2888   10.5812  25 July 29   205*    1910    -    1948    9    Faye                        @MarSek     1971
   4P               1932 Dec.  6.2349  1.619998  0.570415  7.32  200.0489  207.1834   10.5753  32 Nov. 29   205*    1910    -    1948    9    Faye                        @MarSek     1971
   4P               1940 Apr. 24.8936  1.653929  0.565188  7.42  200.4902  207.0870   10.5468  40 May  11   205*    1910    -    1948    9    Faye                        @MarSek     1971
   4P               1947 Sept.28.4107  1.663263  0.563723  7.44  200.5106  207.0669   10.5283  47 Sept.12   211*    1932    -    1970    9    Faye                        @MarSek     1971
   4P               1955 Mar.  4.6586  1.651852  0.565383  7.41  200.5598  207.0289   10.5489  55 Feb. 22   182*    1954    -    1977    9    Faye                        Nakano      1983
   4P               1962 May  14.6965  1.608091  0.575713  7.38  203.5338  199.8411    9.0893  62 May  16   182*    1954    -    1977    9    Faye                        Nakano      1983
   4P               1969 Oct.  7.5867  1.616294  0.574669  7.41  203.6506  199.7653    9.0765  69 Oct. 26   182*    1954    -    1977    9    Faye                        Nakano      1983
   4P               1977 Feb. 27.8239  1.609778  0.575608  7.39  203.6404  199.8023    9.0854  77 Feb. 26    82*    1961    -    1985    9    Faye                        Marsden     1988
   4P               1984 July  9.8942  1.593517  0.578245  7.34  203.8111  199.6973    9.0865  84 June 29    82*    1961    -    1985    9    Faye                        Marsden     1988
   4P               1991 Nov. 16.1937  1.593386  0.578185  7.34  203.9369  199.5952    9.0850  91 Oct. 31 -0.01*    1961    -    1985    9    Faye                        Marsden     1988
   5D/1846 D2       1846 Feb. 25.8685T 0.650123  0.793070  5.57   13.8141  104.8124   30.9143  46 Mar.  5   102*    1846    -    1868    9    Brorsen                     Landgraf    1986
   5D/1857 F1       1857 Mar. 29.7462T 0.620514  0.801707  5.54   14.0333  103.7399   29.7971  57 Mar. 27   102*    1846    -    1868    9    Brorsen                     Landgraf    1986
   5D               1868 Apr. 17.9212T 0.597025  0.807964  5.48   14.8377  103.0162   29.3688  68 Apr. 18   102*    1846    -    1868    9    Brorsen                     Landgraf    1986
   5D               1873 Oct. 10.9803T 0.593765  0.808805  5.47   14.8637  102.9963   29.4038  73 Oct.  9   127*    1868    -    1879    9    Brorsen                     Landgraf    1986
   5D               1879 Mar. 31.0341T 0.589847  0.809796  5.46   14.9468  102.9676   29.3821  79 Apr.  1   127*    1868    -    1879    9    Brorsen                     Landgraf    1986
   6P/1678 R1       1678 Aug. 23.444   1.16277   0.67001   6.61  159.578   169.496     2.821   78 July  3      *    1678    -    1988    9    d'Arrest                    Sitarski    1991
   6P/1851 M1       1851 July  9.1767T 1.173317  0.659313  6.39  174.5482  150.4554   13.9020  51 July 17    40*    1851    -    1870    9    d'Arrest                    @MarSek     1972
   6P/1857 X1       1857 Nov. 28.6831T 1.169947  0.659871  6.38  174.6290  150.4021   13.9170  57 Nov. 22    40*    1851    -    1870    9    d'Arrest                    @MarSek     1972
   6P               1870 Sept.23.1677T 1.280249  0.634925  6.57  172.2622  148.2079   15.6457  70 Sept.15    46*    1870    -    1897    9    d'Arrest                    @MarSek     1972
   6P               1877 May  10.9545T 1.318010  0.627784  6.66  173.0022  147.8093   15.7109  77 May  21    46*    1870    -    1897    9    d'Arrest                    @MarSek     1972
   6P               1890 Sept.18.1035T 1.321158  0.627486  6.68  173.0497  147.7722   15.7174  90 Sept.30    45*    1890    -    1910    9    d'Arrest                    @MarSek     1972
   6P               1897 May  23.8350T 1.325977  0.626601  6.69  173.0235  147.7967   15.6986  97 June  5    45*    1890    -    1910    9    d'Arrest                    @MarSek     1972
   6P               1910 Sept.16.8902  1.269863  0.636970  6.54  173.8041  147.6092   15.7811  10 Sept. 6    37*    1910    -    1943    9    d'Arrest                    Marsden     1972
   6P               1923 Sept.15.5534  1.357283  0.615715  6.64  174.1282  144.4584   18.0491  23 Sept.18    53*    1923    -    1951    9    d'Arrest                    Marsden     1972
   6P               1943 Sept.22.4789  1.385531  0.610772  6.72  174.3951  144.3091   18.0053  43 Oct.  3    51*    1943    -    1964    9    d'Arrest                    Marsden     1972
   6P               1950 June  6.3709  1.377556  0.612362  6.70  174.4340  144.2946   18.0482  50 June  8    51*    1943    -    1964    9    d'Arrest                    Marsden     1972
   6P               1963 Oct. 23.0152  1.368924  0.613783  6.67  174.5065  144.2877   18.0736  63 Oct. 18    30*    1963    -    1977    9    d'Arrest                    Yeomans     1985
   6P               1970 May  18.4149  1.166616  0.655588  6.23  178.8439  142.0959   16.6701  70 May  14    30*    1963    -    1977    9    d'Arrest                    Yeomans     1985
   6P               1976 Aug. 12.8719  1.163995  0.656150  6.23  178.9388  142.0389   16.6849  76 Aug. 10    87*    1970    -    1982    9    d'Arrest                    Marsden     1987
   6P               1982 Sept.14.2622  1.291051  0.624826  6.38  176.9813  139.5478   19.4239  82 Sept.28    87*    1970    -    1982    9    d'Arrest                    Marsden     1987
   6P               1989 Feb.  4.1749  1.291928  0.624674  6.39  177.0781  139.4905   19.4234  89 Feb.  3    63*    1982    -    1995    9    d'Arrest                    Nakano      1995
   6P               1995 July 27.3186  1.345815  0.614045  6.51  178.0475  138.9885   19.5236  95 July 22    63*    1982    -    1995    9    d'Arrest                    Nakano      1995
   7P/1819 L1       1819 July 19.681   0.77188   0.75417   5.56  161.991   115.483    10.746   19 July 25    18     1819    -   (1858)   9    Pons-Winnecke               Marsden     1985
   7P/1858 E1       1858 May   2.5396T 0.768939  0.754845  5.55  162.2032  115.4344   10.7939  58 May   1    86*    1858    -    1886    9    Pons-Winnecke               Marsden     1972
   7P/1869 G1       1869 June 30.4417T 0.781519  0.751932  5.59  162.4537  115.2969   10.7972  69 July  2    86*    1858    -    1886    9    Pons-Winnecke               Marsden     1972
   7P               1875 Mar. 12.5993T 0.829004  0.740997  5.73  165.2101  113.1645   11.2766  75 Mar. 13    86*    1858    -    1886    9    Pons-Winnecke               Marsden     1972
   7P               1886 Sept. 4.8864T 0.885499  0.726178  5.82  172.0920  105.6074   14.5220  86 Sept.11    96*    1875    -    1898    9    Pons-Winnecke               @MarSek     1972
   7P               1892 July  1.4040T 0.886555  0.725983  5.82  172.1650  105.5593   14.5202  92 July  1    96*    1875    -    1898    9    Pons-Winnecke               @MarSek     1972
   7P               1898 Mar. 20.8686T 0.923817  0.714814  5.83  173.4072  102.2358   16.9910  98 Mar. 12   117*    1892    -    1915    9    Pons-Winnecke               @MarSek     1972
   7P               1909 Oct.  9.7947  0.973066  0.701765  5.89  172.3173  100.5725   18.2846  09 Oct. 21   117*    1892    -    1915    9    Pons-Winnecke               @MarSek     1972
   7P               1915 Sept. 2.7901  0.970605  0.702320  5.89  172.4150  100.5177   18.3043  15 Sept.20   117*    1892    -    1915    9    Pons-Winnecke               @MarSek     1972
   7P               1921 June 13.4125  1.040893  0.685482  6.02  170.2992   99.1973   18.9243  21 May  31   170     1921    -    1933    9    Pons-Winnecke               Marsden     1968
   7P               1927 June 21.0654  1.039235  0.685685  6.01  170.3974   99.1422   18.9397  27 June  9   170     1921    -    1933    9    Pons-Winnecke               Marsden     1968
   7P               1933 May  18.7891  1.101784  0.669589  6.09  169.2709   97.5332   20.1145  33 May   8   170     1921    -    1933    9    Pons-Winnecke               Marsden     1968
   7P               1939 June 22.7150  1.101471  0.669678  6.09  169.3667   97.4818   20.1218  39 June 26   124*    1939    -    1970    9    Pons-Winnecke               Marsden     1978
   7P               1945 July 10.5895  1.159202  0.654860  6.16  170.1315   95.1355   21.6928  45 July  4   124*    1939    -    1970    9    Pons-Winnecke               Marsden     1978
   7P               1951 Sept. 8.6129  1.160469  0.654566  6.16  170.2205   95.0850   21.6891  51 Aug. 22   124*    1939    -    1970    9    Pons-Winnecke               Marsden     1978
   7P               1964 Mar. 24.5498  1.230129  0.639386  6.30  172.0462   93.6610   22.3252  64 Mar. 26    43*    1951    -    1976    9    Pons-Winnecke               Nakano      1982
   7P               1970 July 21.0309  1.247364  0.636004  6.34  172.2625   93.4682   22.3218  70 Aug.  2    43*    1951    -    1976    9    Pons-Winnecke               Nakano      1982
   7P               1976 Nov. 28.7428  1.254207  0.634704  6.36  172.3779   93.4272   22.2933  76 Dec.  8    37*    1964    -    1989    9    Pons-Winnecke               Nakano      1993
   7P               1983 Apr.  7.5070  1.253989  0.634714  6.36  172.3358   93.4311   22.3071  83 Apr. 16    37*    1964    -    1989    9    Pons-Winnecke               Nakano      1993
   7P               1989 Aug. 19.8967  1.260964  0.633511  6.38  172.3375   93.4319   22.2722  89 Aug. 22    37*    1964    -    1989    9    Pons-Winnecke               Nakano      1993
   7P               1996 Jan.  2.4530  1.255892  0.634424  6.37  172.3127   93.4281   22.3015  95 Dec. 29    37*    1964    -    1989    9    Pons-Winnecke               Nakano      1993
   8P/1790 A2       1790 Jan. 31.349   1.04484   0.81907  13.9   207.032   271.523    54.189   90 Feb.  6     8     1790    -   (1858)   9    Tuttle                      @MarSekYeo  1972
   8P/1858 A1       1858 Feb. 24.0181T 1.025538  0.821207 13.7   206.7770  271.0483   54.4065  58 Feb. 10    67*    1858    -    1899    9    Tuttle                      @MarSek     1972
   8P/1871 T1       1871 Dec.  2.2976T 1.030109  0.821103 13.8   206.7765  271.1140   54.2819  71 Nov. 29    67*    1858    -    1899    9    Tuttle                      @MarSek     1972
   8P               1885 Sept.11.7988T 1.024713  0.821542 13.8   206.7661  271.2471   54.3303  85 Sept.16    67*    1858    -    1899    9    Tuttle                      @MarSek     1972
   8P               1899 May   4.5531T 1.013808  0.822255 13.6   206.6276  271.2447   54.4891  99 Apr. 16    67*    1858    -    1899    9    Tuttle                      @MarSek     1972
   8P               1912 Oct. 28.9712  1.029970  0.818389 13.5   206.9408  270.9811   55.0486  12 Nov. 14    58*    1912    -    1967    9    Tuttle                      Yeomans     1972
   8P               1926 Apr. 28.7655  1.030919  0.818521 13.5   206.9655  270.8369   54.9556  26 May   5    58*    1912    -    1967    9    Tuttle                      Yeomans     1972
   8P               1939 Nov. 10.6120  1.022587  0.820598 13.6   206.9480  270.5432   54.6491  39 Oct. 24    58*    1912    -    1967    9    Tuttle                      Yeomans     1972
   8P               1967 Mar. 31.2907  1.022925  0.821905 13.8   206.9042  270.4914   54.3746  67 Apr. 20    58*    1912    -    1967    9    Tuttle                      Yeomans     1972
   8P               1980 Dec. 14.7060  1.014931  0.822581 13.7   206.8855  270.5838   54.4628  80 Dec. 27    49     1980    -    1992    9    Tuttle                      Marsden     1992
   8P               1994 June 25.2907  0.997732  0.824089 13.5   206.7030  270.5485   54.6923  94 June 17    49     1980    -    1992    9    Tuttle                      Marsden     1992
   9P/1867 G1       1867 May  24.2174T 1.562104  0.507708  5.65  134.9855  102.9169    6.3897  67 May  14   394     1867    -    1972    8    Tempel 1                    Schrutka    1977
