   2P               1951 Mar. 16.2077  0.338014  0.847457  3.30  185.2032  335.4457   12.3860  51 Mar. 15    70*    1950       1964      9                                @MarSek     1974
   2P               1954 July  2.5178  0.338413  0.847295  3.30  185.1894  335.4535   12.3797  54 June 27    70*    1950       1964      9                                @MarSek     1974
   2P               1957 Oct. 19.8486  0.338123  0.847396  3.30  185.2168  335.4388   12.3807  57 Oct.  9    70*    1950       1964      9                                @MarSek     1974
   2P               1961 Feb.  5.5949  0.339009  0.847061  3.30  185.2196  335.4276   12.3655  61 Jan. 21    70*    1950       1964      9                                @MarSek     1974
   2P               1964 June  3.4916  0.339254  0.846996  3.30  185.9004  334.9463   11.9814  64 June 14    62*    1963       1977      9                                Marsden     1985
   2P               1967 Sept.22.0591  0.338203  0.847404  3.30  185.9050  334.9446   11.9949  67 Sept.27    62*    1963       1977      9                                Marsden     1985
   2P               1971 Jan.  9.9822  0.338894  0.847160  3.30  185.9353  334.9242   11.9797  71 Jan.  9    62*    1963       1977      9                                Marsden     1985
   2P               1974 Apr. 28.9997  0.338120  0.847454  3.30  185.9198  334.9303   11.9880  74 Apr. 23    62*    1963       1977      9                                Marsden     1985
   2P               1977 Aug. 17.0090  0.340666  0.846472  3.31  185.9453  334.9160   11.9444  77 Aug.  5    93*    1970       1985      9                                Nakano      1985
   2P               1980 Dec.  6.5782  0.339945  0.846758  3.30  185.9717  334.9042   11.9516  80 Nov. 17    93*    1970       1985      9                                Nakano      1985
   2P               1984 Mar. 27.6849  0.341006  0.846330  3.31  185.9873  334.8890   11.9328  84 Apr. 10   197*    1984       1996      9                                Marsden     1997
   2P               1987 July 17.4011  0.331734  0.849891  3.29  186.2530  334.7405   11.9314  87 July 24   197*    1984       1996      9                                Marsden     1997
   2P               1990 Oct. 28.5678  0.330890  0.850220  3.28  186.2348  334.7492   11.9450  90 Nov.  5   197*    1984       1996      9                                Marsden     1997
   2P               1994 Feb.  9.4783  0.330917  0.850212  3.28  186.2711  334.7286   11.9403  94 Feb. 17   197*    1984       1996      9                                Marsden     1997
   2P               1997 May  23.5967  0.331395  0.850014  3.28  186.2720  334.7215   11.9296  97 June  1   197*    1984       1996      9                                Marsden     1997
   3D/1772 E1       1772 Feb. 17.675   0.99038   0.72588   6.87  213.340   260.942    17.054   72 Feb. 21 N   1     1772       1805      9    Biela                       Marsden     1971
   3D/1805 V1       1806 Jan.  2.3990T 0.907159  0.745871  6.74  218.0764  254.0783   13.5900  05 Dec. 25    19*    1805       1833      9                                Marsden     1971
   3D/1826 D1       1826 Mar. 18.9498T 0.902430  0.746575  6.72  218.2621  253.9823   13.5627  26 Mar. 30    26*    1826       1846      9                                Marsden     1971
   3D/1832 S1       1832 Nov. 26.6152T 0.879073  0.751299  6.65  221.6588  250.6690   13.2164  32 Dec.  3    26*    1826       1846      9                                Marsden     1971
   3D-A             1846 Feb. 11.4942T 0.856440  0.756599  6.60  223.0580  248.1420   12.5753  46 Jan. 24    26*    1826       1846      9                                Marsden     1971
   3D-B             1846 Feb. 11.5782T 0.856460  0.756608  6.60  223.0616  248.1381   12.5767  46 Jan. 24      *    1846       1852      9                                Marsden     1971
   3D-A             1852 Sept.23.5432T 0.860594  0.755828  6.62  223.1890  248.0070   12.5488  52 Sept.29    26*    1832       1852      9                                Marsden     1971
   3D-B             1852 Sept.24.2212T 0.860625  0.755879  6.62  223.1912  248.0043   12.5500  52 Sept.29      *    1846       1852      9                                Marsden     1971
   4P/1843 W1       1843 Oct. 17.6437T 1.692255  0.555817  7.44  200.0108  211.7317   11.3595  43 Oct.  7    77*    1843       1881      9    Faye                        @MarSek     1971
   4P/1850 W1       1851 Apr.  2.4433T 1.699909  0.554866  7.46  200.1296  211.6545   11.3453  51 Mar. 19    77*    1843       1881      9                                @MarSek     1971
   4P               1858 Sept.13.3850T 1.694100  0.555725  7.45  200.1229  211.6912   11.3555  58 Aug. 29    77*    1843       1881      9                                @MarSek     1971
   4P               1866 Feb. 14.4757T 1.682119  0.557598  7.41  200.1867  211.6251   11.3552  66 Feb.  8    77*    1843       1881      9                                @MarSek     1971
   4P               1873 July 18.9847T 1.682547  0.557381  7.41  200.3449  211.5150   11.3505  73 July 21    77*    1843       1881      9                                @MarSek     1971
   4P               1881 Jan. 23.1579T 1.738122  0.548965  7.56  201.1685  211.3127   11.3157  81 Feb.  9    77*    1843       1881      9                                @MarSek     1971
   4P               1888 Aug. 20.1804T 1.747990  0.547457  7.59  201.1927  211.2906   11.2966  88 Aug. 31   151*    1888       1926      9                                @MarSek     1971
   4P               1896 Mar. 19.5194T 1.736934  0.548973  7.56  201.2488  211.2414   11.3160  96 Mar. 22   151*    1888       1926      9                                @MarSek     1971
   4P               1910 Nov.  2.3531  1.655198  0.564949  7.42  199.5122  207.4944   10.5684  10 Oct. 16   151*    1888       1926      9                                @MarSek     1971
   4P               1925 Aug.  7.6510  1.618016  0.570769  7.32  199.9085  207.2888   10.5812  25 July 29   205*    1910       1948      9                                @MarSek     1971
   4P               1932 Dec.  6.2349  1.619998  0.570415  7.32  200.0489  207.1834   10.5753  32 Nov. 29   205*    1910       1948      9                                @MarSek     1971
   4P               1940 Apr. 24.8936  1.653929  0.565188  7.42  200.4902  207.0870   10.5468  40 May  11   205*    1910       1948      9                                @MarSek     1971
   4P               1947 Sept.28.4107  1.663263  0.563723  7.44  200.5106  207.0669   10.5283  47 Sept.12   211*    1932       1970      9                                @MarSek     1971
   4P               1955 Mar.  4.6586  1.651852  0.565383  7.41  200.5598  207.0289   10.5489  55 Feb. 22   182*    1954       1977      9                                Nakano      1983
   4P               1962 May  14.6965  1.608091  0.575713  7.38  203.5338  199.8411    9.0893  62 May  16   182*    1954       1977      9                                Nakano      1983
   4P               1969 Oct.  7.5867  1.616294  0.574669  7.41  203.6506  199.7653    9.0765  69 Oct. 26   182*    1954       1977      9                                Nakano      1983
   4P               1977 Feb. 27.8256  1.609798  0.575602  7.39  203.6408  199.8019    9.0857  77 Feb. 26   370*    1969       1993      9                                Marsden     1997
   4P               1984 July  9.8922  1.593535  0.578240  7.34  203.8115  199.6969    9.0868  84 June 29   370*    1969       1993      9                                Marsden     1997
   4P               1991 Nov. 16.1825  1.593404  0.578178  7.34  203.9372  199.5948    9.0853  91 Oct. 31   370*    1969       1993      9                                Marsden     1997
   4P               1999 May   6.1135  1.656998  0.568258  7.52  204.9748  199.3389    9.0488  99 May  22   370*    1969       1993      9                                Marsden     1996
   5D/1846 D2       1846 Feb. 25.8685T 0.650123  0.793070  5.57   13.8141  104.8124   30.9143  46 Mar.  5   102*    1846       1868      9    Brorsen                     Landgraf    1986
   5D/1857 F1       1857 Mar. 29.7462T 0.620514  0.801707  5.54   14.0333  103.7399   29.7971  57 Mar. 27   102*    1846       1868      9                                Landgraf    1986
   5D               1868 Apr. 17.9212T 0.597025  0.807964  5.48   14.8377  103.0162   29.3688  68 Apr. 18   102*    1846       1868      9                                Landgraf    1986
   5D               1873 Oct. 10.9803T 0.593765  0.808805  5.47   14.8637  102.9963   29.4038  73 Oct.  9   127*    1868       1879      9                                Landgraf    1986
   5D               1879 Mar. 31.0341T 0.589847  0.809796  5.46   14.9468  102.9676   29.3821  79 Apr.  1   127*    1868       1879      9                                Landgraf    1986
   6P/1678 R1       1678 Aug. 23.444   1.16277   0.67001   6.61  159.578   169.496     2.821   78 July  3      *    1678       1988      9    d'Arrest                    Sitarski    1991
   6P/1851 M1       1851 July  9.1767T 1.173317  0.659313  6.39  174.5482  150.4554   13.9020  51 July 17    40*    1851       1870      9                                @MarSek     1972
   6P/1857 X1       1857 Nov. 28.6831T 1.169947  0.659871  6.38  174.6290  150.4021   13.9170  57 Nov. 22    40*    1851       1870      9                                @MarSek     1972
   6P               1870 Sept.23.1677T 1.280249  0.634925  6.57  172.2622  148.2079   15.6457  70 Sept.15    46*    1870       1897      9                                @MarSek     1972
   6P               1877 May  10.9545T 1.318010  0.627784  6.66  173.0022  147.8093   15.7109  77 May  21    46*    1870       1897      9                                @MarSek     1972
   6P               1890 Sept.18.1035T 1.321158  0.627486  6.68  173.0497  147.7722   15.7174  90 Sept.30    45*    1890       1910      9                                @MarSek     1972
   6P               1897 May  23.8350T 1.325977  0.626601  6.69  173.0235  147.7967   15.6986  97 June  5    45*    1890       1910      9                                @MarSek     1972
   6P               1910 Sept.16.8902  1.269863  0.636970  6.54  173.8041  147.6092   15.7811  10 Sept. 6    37*    1910       1943      9                                Marsden     1972
   6P               1923 Sept.15.5534  1.357283  0.615715  6.64  174.1282  144.4584   18.0491  23 Sept.18    53*    1923       1951      9                                Marsden     1972
   6P               1943 Sept.22.4789  1.385531  0.610772  6.72  174.3951  144.3091   18.0053  43 Oct.  3    51*    1943       1964      9                                Marsden     1972
   6P               1950 June  6.3709  1.377556  0.612362  6.70  174.4340  144.2946   18.0482  50 June  8    51*    1943       1964      9                                Marsden     1972
   6P               1963 Oct. 23.0152  1.368924  0.613783  6.67  174.5065  144.2877   18.0736  63 Oct. 18    30*    1963       1977      9                                Yeomans     1985
   6P               1970 May  18.4149  1.166616  0.655588  6.23  178.8439  142.0959   16.6701  70 May  14    30*    1963       1977      9                                Yeomans     1985
   6P               1976 Aug. 12.8719  1.163995  0.656150  6.23  178.9388  142.0389   16.6849  76 Aug. 10    87*    1970       1982      9                                Marsden     1989
   6P               1982 Sept.14.2622  1.291051  0.624826  6.38  176.9813  139.5478   19.4239  82 Sept.28    87*    1970       1982      9                                Marsden     1989
   6P               1989 Feb.  4.1749  1.291928  0.624674  6.39  177.0781  139.4905   19.4234  89 Feb.  3    63*    1982       1995      9                                Nakano      1996
   6P               1995 July 27.3186  1.345815  0.614045  6.51  178.0475  138.9885   19.5236  95 July 22    63*    1982       1995      9                                Nakano      1995
   6P               2002 Feb.  3.5918  1.352768  0.612809  6.53  178.1117  138.9440   19.4973  02 Feb. 15    63*    1982       1995      9                                Nakano      1999
   7P/1819 L1       1819 July 19.681   0.77188   0.75417   5.56  161.991   115.483    10.746   19 July 25    18     1819       1858      9    Pons-Winnecke               Marsden     1985
   7P/1858 E1       1858 May   2.5396T 0.768939  0.754845  5.55  162.2032  115.4344   10.7939  58 May   1    86*    1858       1886      9                                Marsden     1972
   7P/1869 G1       1869 June 30.4417T 0.781519  0.751932  5.59  162.4537  115.2969   10.7972  69 July  2    86*    1858       1886      9                                Marsden     1972
   7P               1875 Mar. 12.5993T 0.829004  0.740997  5.73  165.2101  113.1645   11.2766  75 Mar. 13    86*    1858       1886      9                                Marsden     1972
   7P               1886 Sept. 4.8864T 0.885499  0.726178  5.82  172.0920  105.6074   14.5220  86 Sept.11    96*    1875       1898      9                                @MarSek     1972
   7P               1892 July  1.4040T 0.886555  0.725983  5.82  172.1650  105.5593   14.5202  92 July  1    96*    1875       1898      9                                @MarSek     1972
   7P               1898 Mar. 20.8686T 0.923817  0.714814  5.83  173.4072  102.2358   16.9910  98 Mar. 12   117*    1892       1915      9                                @MarSek     1972
   7P               1909 Oct.  9.7947  0.973066  0.701765  5.89  172.3173  100.5725   18.2846  09 Oct. 21   117*    1892       1915      9                                @MarSek     1972
   7P               1915 Sept. 2.7901  0.970605  0.702320  5.89  172.4150  100.5177   18.3043  15 Sept.20   117*    1892       1915      9                                @MarSek     1972
   7P               1921 June 13.4125  1.040893  0.685482  6.02  170.2992   99.1973   18.9243  21 May  31   170     1921       1933      9                                Marsden     1968
   7P               1927 June 21.0654  1.039235  0.685685  6.01  170.3974   99.1422   18.9397  27 June  9   170     1921       1933      9                                Marsden     1968
   7P               1933 May  18.7891  1.101784  0.669589  6.09  169.2709   97.5332   20.1145  33 May   8   170     1921       1933      9                                Marsden     1968
   7P               1939 June 22.7150  1.101471  0.669678  6.09  169.3667   97.4818   20.1218  39 June 26   124*    1939       1970      9                                Marsden     1978
   7P               1945 July 10.5895  1.159202  0.654860  6.16  170.1315   95.1355   21.6928  45 July  4   124*    1939       1970      9                                Marsden     1978
   7P               1951 Sept. 8.6129  1.160469  0.654566  6.16  170.2205   95.0850   21.6891  51 Aug. 22   124*    1939       1970      9                                Marsden     1978
   7P               1964 Mar. 24.5498  1.230129  0.639386  6.30  172.0462   93.6610   22.3252  64 Mar. 26    43*    1951       1976      9                                Nakano      1982
   7P               1970 July 21.0309  1.247364  0.636004  6.34  172.2625   93.4682   22.3218  70 Aug.  2    43*    1951       1976      9                                Nakano      1982
   7P               1976 Nov. 28.7428  1.254207  0.634704  6.36  172.3779   93.4272   22.2933  76 Dec.  8    37*    1964       1989      9                                Nakano      1993
   7P               1983 Apr.  7.5070  1.253989  0.634714  6.36  172.3358   93.4311   22.3071  83 Apr. 16    37*    1964       1989      9                                Nakano      1993
   7P               1989 Aug. 19.8967  1.260964  0.633511  6.38  172.3375   93.4319   22.2722  89 Aug. 22    37*    1964       1989      9                                Nakano      1993
   7P               1996 Jan.  2.4530  1.255892  0.634424  6.37  172.3127   93.4281   22.3015  95 Dec. 29    37*    1964       1989      9                                Nakano      1993
