   .237D+01     .0340    1.7323     .8179   80.7017
   .238D+01     .0340    1.8806     .8244   81.1852
   .238D+01     .0339    2.0269     .8309   81.6497
   .239D+01     .0339    2.1711     .8372   82.0962
   .239D+01     .0339    2.3133     .8434   82.5256
   .240D+01     .0339    2.4535     .8495   82.9388
   .240D+01     .0339    2.5917     .8555   83.3368
   .241D+01     .0338    2.7281     .8614   83.7202
   .241D+01     .0338    2.8626     .8672   84.0898
   .242D+01     .0338    2.9952     .8729   84.4464
   .242D+01     .0338    3.1260     .8785   84.7905
   .243D+01     .0338    3.2551     .8841   85.1228
   .243D+01     .0338    3.3824     .8895   85.4439
   .244D+01     .0338    3.5080     .8948   85.7542
   .244D+01     .0338    3.6320     .9001   86.0543
   .244D+01     .0337    3.7543     .9053   86.3447
   .245D+01     .0337    3.8749     .9104   86.6258
   .246D+01     .0337    3.9940     .9153   86.8980
   .246D+01     .0337    4.1115     .9203   87.1618
   .246D+01     .0337    4.2275     .9251   87.4174
   .247D+01     .0337    4.3419     .9298   87.6653
   .248D+01     .0337    4.4549     .9345   87.9058
   .248D+01     .0337    4.5664     .9391   88.1392
   .248D+01     .0337    4.6765     .9436   88.3658
   .249D+01     .0337    4.7852     .9481   88.5858
   .250D+01     .0337    4.8925     .9525   88.7996
   .250D+01     .0337    4.9984     .9568   89.0075
   .250D+01     .0337    5.1030     .9610   89.2095
   .251D+01     .0337    5.2063     .9652   89.4060
   .252D+01     .0337    5.3083     .9693   89.5973
   .252D+01     .0337    5.4090     .9733   89.7834
   .252D+01     .0337    5.5085     .9773   89.9645
   .253D+01     .0337    5.6067     .9812   90.1410
   .254D+01     .0337    5.7038     .9850   90.3129
   .254D+01     .0337    5.7996     .9888   90.4804
   .254D+01     .0338    5.8943     .9925   90.6437
   .255D+01     .0338    5.9879     .9962   90.8029
   .256D+01     .0338    6.0803     .9998   90.9582
   .256D+01     .0338    6.1716    1.0033   91.1097
   .256D+01     .0338    6.2618    1.0068   91.2576
   .257D+01     .0338    6.3509    1.0103   91.4019
   .258D+01     .0338    6.4390    1.0137   91.5428
   .258D+01     .0338    6.5260    1.0170   91.6804
   .258D+01     .0338    6.6120    1.0203   91.8148
   .259D+01     .0338    6.6970    1.0236   91.9462
   .260D+01     .0339    6.7810    1.0268   92.0745
   .260D+01     .0339    6.8640    1.0299   92.2000
   .260D+01     .0339    6.9461    1.0330   92.3227
   .261D+01     .0339    7.0272    1.0361   92.4427
   .262D+01     .0339    7.1074    1.0391   92.5601
   .262D+01     .0339    7.1867    1.0420   92.6749
   .262D+01     .0339    7.2651    1.0450   92.7873
   .263D+01     .0340    7.3425    1.0479   92.8973
   .264D+01     .0340    7.4191    1.0507   93.0050
   .264D+01     .0340    7.4949    1.0535   93.1105
   .265D+01     .0340    7.5698    1.0563   93.2138
